Channel ID,Channel Auto Moderation in Live Chat,Video Default Allowed Comments Type,Video Default Targeted Audience,Video Default License,Video Default Location Latitude,Video Default Location Longitude
UCVQm2V0CZdNH6k5Eszq6w0w,false,Not set,Not set,Not set,0,0





