Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text,Top-Level Comment ID
Ugx3usxmFtjhi2Gn6vR4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-08-06T07:32:25.869739+00:00,0,,yostXDU4PtE,"{""text"":""Is Galinsky trying to promote her books or something?""}",
UgzMRxzhhfPCRfHRtW54AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-07-25T10:50:15.593293+00:00,0,,VYEtNWp5VgA,"{""text"":""Harry was so much more fun than KSI""}",
UgyyKjXN8jyz6qaDNoZ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-07-21T13:10:56.135925+00:00,0,,1BeRKy_qa7U,"{""text"":""This was awesome. But I feel like Dr K didn't actually provide that much useful advice. Cause sure he was pumped, but he'll stop being pumped in a few hours or days""}",
UgwQdCmGBrTMU23SIv94AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-05-29T07:42:13.911777+00:00,0,,0WH3itALMrw,"{""text"":""ITS A DESK!!""}",
UgwpLHMFq_WiuoFiE5F4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-05-21T13:35:27.737427+00:00,0,,E59xZyDFiJ8,"{""text"":""nope nope. try another style. table was better""}",
Ugx4nXqPrA9WQqorj_d4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-05-19T13:49:14.8399+00:00,0,,htSE-oDXliQ,"{""text"":""Can we do this with a Wix site as well?""}",
UgxIGWkO9fsTL9qYANx4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-05-19T13:48:36.48199+00:00,0,,j1i4PP6_LT4,"{""text"":""Can we do this with a Wix website as well?""}",
Ugx0Tbz9k1ZGLrb05tB4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-05-15T10:48:26.301908+00:00,0,,651JOj-E1qo,"{""text"":""the new format needs work still. the older format with the table looked different from other creators. that was nice""}",
UgzI00KYW8KM4fCp7iJ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-05-15T10:36:43.718144+00:00,0,,FKDdeJSyRTw,"{""text"":""Preferred the table and light stick. But.. this was alright too.. The difference might be far less noticeable after a few videos""}",
UgwmdEZJN799BLQdgyd4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-05-08T09:58:55.310979+00:00,0,,2CcBqXzxhFg,"{""text"":""Congraaatss🎉🎉""}",
UgzUh76k-XZz_kEfeSp4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-25T08:50:42.04251+00:00,0,,bpCsfUzUE_I,"{""text"":""I guess not many would be surprised if Rinne turned out to be a aot fan. Heh""}",
UgwYFbZHHPGpzDEx9Pl4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-21T03:15:01.48369+00:00,0,,uJEKEvEL2zQ,"{""text"":""Did he actually answer the question he'd put in the title?""}",
Ugz7exsTJZTM-eJ9KuJ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-20T13:09:05.78299+00:00,0,,g6QzLsZ2pDU,"{""text"":""He's recommending laptops with intel hardware...""},{""text"":""\n""},{""text"":""This seems quite untrustworthy""}",
UgzgUTWoQicERSBQOy94AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-18T04:53:33.075502+00:00,0,,6MWUnkRiAF4,"{""text"":""what horrible editing with that music on top of this scene""}",
UgzvFlJ6WV1uVwUq5KZ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-14T12:23:58.399542+00:00,0,,XKR0kOx0XXs,"{""text"":""That's not being rude. This video was pointless""}",
UgyPsi0LAboUWvviOn14AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-09T12:09:05.650329+00:00,0,,4a7kvqrHpto,"{""text"":""India follows the uk system. I guess because we were colonised by them""}",
UgyoDyKEzZ9dt-GiOHZ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-09T12:05:54.290094+00:00,0,,mErdVnlmERM,"{""text"":""Oh I hate this. Every video is like this. They could have just showed a few graphs and said. 'Yeah.. mercedes is losing some market share..'. But no. They had to go on and on for 13 mins""}",
Ugx-pvue486tFHDJZyR4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-08T06:45:47.919802+00:00,0,,KMsn3qrOvu8,"{""text"":""There are a lot of countries where automatics haven't really caught on yet. And being able to shift gears ourselves usually gives much better mileage. Also, stick shift version of the car is usually less expensive in comparison""}",
Ugz9Cq2t7o8Y3Ak7qal4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-06T15:10:34.046139+00:00,0,,xQwnH8th_fs,"{""text"":""Thank you for making these videos""}",
UgyuMlEKQKqWOo7P9fF4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-06T13:43:24.124255+00:00,0,,3HOuBTGabI4,"{""text"":""I'm not gonna watch this movie, but it sound like pyro is complaining Just because it's logan paul. From all the scenes he's shown here, it doesn't look as bad as pyro says it is""}",
Ugy90IVMV5VvoZenHVR4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-05T11:44:37.952323+00:00,0,,7KKCqMAslT8,"{""text"":""Ahh this video was really useful""}",
UgwYvKv1QZh_3TQMDXZ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-04-05T11:29:53.058609+00:00,0,,oX9KGWwUkaQ,"{""text"":""I assumed this video was gonna give some useful info. Ugh""}",
Ugz3IX1lZRqYdWARfId4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-03-25T06:42:09.419805+00:00,0,,Wm59OYlU4SM,"{""text"":""Why does this look like she's copying hybrid calisthenics""}",
Ugxn2drcPbRGg2D9q-J4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-03-24T18:51:17.02194+00:00,0,,CkEV4sZQFzk,"{""text"":""Perhaps Louis just got a faulty samsung""}",
UgwBauDCQnPepYgJPWV4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-03-19T13:08:15.643802+00:00,0,,VrKW58MS12g,"{""text"":""I'm from India and can confirm that no one likes these people, we get plenty of scam calls too, very annoying..""}",
UgwGfk2NEgO3mu5ce2Z4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-02-25T14:51:55.76551+00:00,0,,5-lNLNfKr3s,"{""text"":""black colour""}",
Ugz40KC9HfFTgyMqHUt4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-02-25T10:26:13.275567+00:00,0,,Uv1gVKGEgA0,"{""text"":""This video had very little of Kenny Ackerman in it""}",
UgycwJ5HQ5nFVWAF-Hx4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-02-25T09:41:02.2199+00:00,0,,B-SAMofba-o,"{""text"":""omg.. I had no idea matlab was this cool""}",
UgxnAXgssY4juzeXQRJ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-02-21T13:29:44.8259+00:00,0,,E56egH10RJA,"{""text"":""Thank you kind sir. You have made easy a daunting task""}",
UgyS3KBBgQxP_-Y-rgZ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-02-17T11:10:33.335468+00:00,0,,vsTTXYxydOE,"{""text"":""These videos are Amaazing!!""}",
UgyG9ZGLUHv5tqUP2-B4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-02-16T03:33:19.69921+00:00,0,,uwQX7nz0aUs,"{""text"":""Couple so cute❤️""}",
Ugw_ENstyGQDXj3k7lx4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2021-01-27T03:38:28.049589+00:00,0,,Lv9AXnt0qog,"{""text"":""I love these short films. Only thing I watch on YouTube rn""}",
