,altitude,date_time,device_info_serial,direction,latitude,longitude,speed_2d,bird_name
190,-77,2013-08-17 07:16:02+00,851,128.10792975201,49.9846152,2.2462101000000003,13.3852941693487,Eric
191,76,2013-08-17 07:31:36+00,851,-49.4886677426134,49.9845203,2.2416656,0.327566787083184,Eric
192,112,2013-08-17 07:46:36+00,851,-79.2097651675996,50.0103878,2.2174803,2.6929537686339904,Eric
193,123,2013-08-17 08:01:27+00,851,-56.08615778033001,50.0097151,2.2167234000000002,3.1704416096184502,Eric
194,227,2013-08-17 08:16:23+00,851,152.446803837588,50.0107673,2.2155589,2.34770100310921,Eric
195,389,2013-08-17 08:31:20+00,851,-45.863290041454896,50.011357399999994,2.2133494,0.6129437168288779,Eric
196,373,2013-08-17 08:46:19+00,851,15.0246037083953,50.010444,2.2127724,1.00975244490915,Eric
197,250,2013-08-17 09:01:12+00,851,-150.253645985629,50.010347499999995,2.2124102999999997,0.30886890422961,Eric
198,244,2013-08-17 09:16:12+00,851,-153.391610360375,50.0101235,2.2142107999999996,0.782943165242535,Eric
199,97,2013-08-17 09:49:51+00,851,-141.380288111131,50.01789470000001,2.1587955,0.5280151512977629,Eric
200,90,2013-08-17 10:04:41+00,851,-96.8743902923798,50.01727879999999,2.159384,0.23600847442411899,Eric
201,86,2013-08-17 10:19:35+00,851,-121.414231281558,50.0159261,2.1608669999999996,0.6573431371817919,Eric
202,228,2013-08-17 10:34:32+00,851,-107.29421123768299,50.0155632,2.1612104,0.254950975679639,Eric
203,84,2013-08-17 10:49:35+00,851,101.196419922002,50.015980299999995,2.1606357999999997,1.7480560631741797,Eric
204,116,2013-08-17 11:04:37+00,851,-30.7837523487055,50.010310700000005,2.1785451,1.07912001186152,Eric
205,114,2013-08-17 11:20:18+00,851,-129.852364918659,50.0094239,2.1793744,0.053851648071344994,Eric
206,124,2013-08-17 11:35:31+00,851,80.52795904925921,50.0092684,2.1802612999999997,12.3914325241273,Eric
207,114,2013-08-17 11:50:57+00,851,-153.290817931395,50.0093687,2.1791836,0.0948683298050514,Eric
208,420,2013-08-17 12:07:06+00,851,131.800206576685,50.0120426,2.1899676,7.08593677646082,Eric
209,123,2013-08-17 12:22:09+00,851,-66.1920531693133,50.070682500000004,2.1811916,0.166433169770932,Eric
210,174,2013-08-17 12:37:22+00,851,115.129821623727,50.055850299999996,2.2409207,16.2231747817744,Eric
211,136,2013-08-17 12:52:30+00,851,-34.5860895243136,50.0734024,2.2845971,2.4449948875202203,Eric
212,144,2013-08-17 13:07:21+00,851,-84.0571771734041,50.0730931,2.2843646,1.7438463235044501,Eric
213,156,2013-08-17 13:22:20+00,851,104.31381894905199,50.07369370000001,2.2848854,1.69,Eric
214,164,2013-08-17 13:37:24+00,851,172.130289435332,50.073343900000005,2.2848352000000003,2.51453773087619,Eric
